uid,churn
1.68828816E8,0
1.68830304E8,0
1.68833472E8,0
1.68835808E8,0
1.68835872E8,0
1.6883912E8,0
1.68840144E8,0
1.68840416E8,0
1.6884824E8,0
1.68852704E8,0
1.68856416E8,0
1.68858272E8,0
1.68860064E8,0
1.68860464E8,0
1.68863008E8,0
1.68866528E8,0
1.68873616E8,0
1.68876768E8,0
1.68880592E8,0
1.68884352E8,0
1.6889432E8,0
1.6889728E8,0
1.68901152E8,0
1.68901552E8,0
1.68902896E8,0
1.68904624E8,0
1.68910416E8,0
1.68912848E8,1
1.68914032E8,0
1.689156E8,0
1.68916096E8,0
1.68919392E8,0
1.68919632E8,0
1.68928464E8,0
1.68929904E8,0
1.68931072E8,0
1.68934784E8,0
1.68934896E8,0
1.68935392E8,0
1.6893576E8,0
1.6893832E8,0
1.68939072E8,0
1.68942336E8,0
1.68946064E8,0
1.6894624E8,0
1.68947808E8,0
1.68948496E8,0
1.68950128E8,0
1.68951088E8,0
1.68953888E8,0
1.68957312E8,0
1.68957408E8,0
1.68964224E8,0
1.68967104E8,0
1.68972352E8,0
1.68976832E8,0
1.68986224E8,0
1.68989552E8,0
1.68990464E8,0
1.68992352E8,0
1.6899472E8,0
1.68994896E8,0
1.68999248E8,1
1.69002992E8,0
1.69003008E8,0
1.69008224E8,0
1.69012768E8,0
1.69017632E8,0
1.6902248E8,0
1.69022816E8,0
1.690276E8,0
1.69031376E8,0
1.69034672E8,0
1.69035552E8,0
1.69037296E8,0
1.69039296E8,0
1.69043392E8,0
1.6913888E8,0
1.69169248E8,1
1.69184352E8,1
4116221.0,1
1.0463156E7,1
1.5106808E7,0
2.2234902E7,1
2.382562E7,0
2.9109174E7,1
3.2161472E7,1
3.5126244E7,0
3.990354E7,1
4.0222384E7,0
4.3903064E7,0
4.6056708E7,1
4.8826728E7,0
5.0540112E7,1
5.3278276E7,0
5.7070592E7,1
5.9062944E7,0
5.9209848E7,1
5.9985044E7,1
6.6579136E7,0
6.80434E7,1
6.9018736E7,0
7.7164288E7,1
8.1172296E7,0
8.1749752E7,0
9.01708E7,1
9.0637896E7,1
9.7014824E7,1
9.7073008E7,1
9.9554912E7,0
1.13629728E8,1
1.15439136E8,1
1.15564408E8,0
1.20154608E8,1
1.20655304E8,1
1.21401664E8,1
1.21884624E8,0
1.3016916E8,1
1.33165344E8,1
1.35323312E8,1
1.36749888E8,1
1.37312976E8,1
1.40136752E8,1
1.41270368E8,1
1.4205664E8,1
1.43742928E8,1
1.47420704E8,1
1.4777144E8,0
1.48082304E8,1
1.48663792E8,1
1.49860288E8,1
1.50284752E8,0
1.50505696E8,1
1.50926784E8,1
1.51532688E8,1
1.5198896E8,1
1.52199728E8,0
1.52266096E8,1
1.5253624E8,1
1.52688256E8,1
1.52711856E8,1
1.52714464E8,1
1.53045472E8,1
1.53799232E8,0
1.540036E8,1
1.54145344E8,1
1.54184032E8,1
1.54265072E8,1
1.54317264E8,1
1.54336448E8,1
1.54407248E8,1
1.54410528E8,1
1.54410688E8,1
1.54411216E8,1
1.5441176E8,1
1.54415024E8,1
1.54418224E8,1
1.5442024E8,1
1.54422112E8,1
1.54424912E8,1
1.54431984E8,1
1.5443456E8,1
1.54436256E8,1
1.54438736E8,1
1.5443912E8,1
1.54440752E8,1
1.5444368E8,1
1.54443872E8,1
1.5444656E8,1
1.54450512E8,1
1.54454032E8,1
1.54458752E8,1
1.54464448E8,1
1.54465936E8,1
1.54466128E8,1
1.54469376E8,1
1.54469808E8,1
1.54474128E8,1
1.54483952E8,1
1.54489584E8,1
1.54489632E8,1
1.54494928E8,1
1.54495632E8,1
1.54506464E8,0
1.54513504E8,1
1.54513536E8,1
1.54513744E8,1
1.54515696E8,1
1.5452688E8,1
1.54529648E8,1
1.54530592E8,1
1.54531568E8,1
1.5453328E8,1
1.5453384E8,1
1.5453688E8,1
1.54539584E8,1
1.5454944E8,1
1.54550608E8,1
1.54556816E8,1
1.54559184E8,1
1.54560656E8,1
1.54561536E8,1
1.54563696E8,1
1.54564016E8,1
1.5456688E8,1
1.5456904E8,1
1.5456912E8,1
1.54571296E8,1
1.54572064E8,1
1.54576368E8,1
1.54582096E8,1
1.54582576E8,1
1.54583344E8,1
1.54588016E8,1
1.5458936E8,1
1.54590176E8,1
1.54592304E8,1
1.54593776E8,1
1.54595888E8,1
1.54602576E8,1
1.54603648E8,1
1.5460424E8,1
1.54605056E8,1
1.5460552E8,1
1.54609936E8,1
1.54612848E8,1
1.54613376E8,1
1.54616688E8,1
1.54618816E8,1
1.54622608E8,1
1.54625696E8,1
1.54626416E8,1
1.54627584E8,1
1.54632096E8,1
1.54633184E8,1
1.5463344E8,1
1.5463616E8,1
1.54640928E8,1
1.54643824E8,1
1.54645712E8,1
1.54649072E8,1
1.54650528E8,1
1.54654496E8,1
1.54655584E8,1
1.5465664E8,1
1.54657504E8,1
1.54660304E8,1
1.54663648E8,1
1.54665328E8,1
1.54666272E8,1
1.54673824E8,1
1.54675248E8,1
1.546824E8,1
1.54682608E8,1
1.54683616E8,1
1.54684192E8,1
1.5468576E8,1
1.54696976E8,1
1.54708736E8,1
1.54711984E8,1
1.54713696E8,1
1.54715472E8,1
1.5472248E8,1
1.54726224E8,1
1.54731056E8,1
1.54735696E8,1
1.54738848E8,1
1.54741904E8,1
1.54742848E8,1
1.54745216E8,1
1.54753264E8,1
1.5475424E8,1
1.54762608E8,1
1.54764736E8,1
1.5476536E8,1
1.54769152E8,1
1.54770544E8,1
1.54771344E8,1
1.54776256E8,1
1.5478176E8,1
1.54784192E8,1
1.54786864E8,1
1.54789648E8,1
1.54793808E8,1
1.54796544E8,1
1.54802304E8,1
1.54802944E8,1
1.54805152E8,1
1.5480552E8,1
1.54805664E8,1
1.5481952E8,1
1.54820864E8,1
1.54824592E8,1
1.5482664E8,1
1.54832976E8,1
1.5484304E8,1
1.54848608E8,1
1.54892272E8,1
1.54906176E8,1
1.5493888E8,1
1.54939872E8,1
1.55040144E8,1
1.55065824E8,1
1.55075296E8,1
1.55103024E8,1
1.55338816E8,1
1.55359856E8,1
1.55627488E8,1
1.55820144E8,1
1.5585488E8,1
1.55988816E8,1
1.56703696E8,1
1.56721952E8,1
1.57266352E8,0
1.5735496E8,1
1.5738056E8,1
1.57870976E8,1
1.57899808E8,1
1.5815896E8,0
1.58294256E8,1
1.58830048E8,0
1.5929032E8,1
1.60410864E8,1
1.61010848E8,0
1.62377008E8,1
1.62920272E8,1
1.63018288E8,0
1.63231664E8,0
1.63584512E8,1
1.64973088E8,0
1.66292144E8,1
1.66775712E8,0
1.66874768E8,0
1.6692616E8,1
1.67141696E8,0
1.67415936E8,0
1.67421872E8,0
1.67440784E8,0
1.67442032E8,0
1.67529472E8,1
1.67537408E8,0
1.67541936E8,1
1.67560832E8,1
1.675708E8,1
1.6757384E8,0
1.67578144E8,0
1.67580048E8,0
1.67582832E8,0
1.67585232E8,0
1.67586368E8,0
1.67586768E8,1
1.67586912E8,0
1.6759224E8,0
1.6759288E8,0
1.6759536E8,1
1.67595376E8,0
1.67598672E8,0
1.67603008E8,0
1.67610848E8,1
1.67617328E8,1
1.67621872E8,1
1.67623008E8,0
1.6762544E8,0
1.67627984E8,0
1.67628496E8,0
1.6763184E8,0
1.6763248E8,0
1.67633856E8,0
1.6764008E8,0
1.67643376E8,0
1.67643968E8,0
1.67646016E8,1
1.67646176E8,0
1.6764656E8,0
1.67646864E8,0
1.67651136E8,0
1.676544E8,1
1.6765664E8,1
1.6765936E8,0
1.67661648E8,0
1.67662592E8,0
1.67665104E8,0
1.67667648E8,0
1.6767008E8,0
1.6767064E8,0
1.67672192E8,0
1.67675408E8,0
1.67676736E8,0
1.6769384E8,0
1.67699008E8,0
1.67702592E8,0
1.67712768E8,0
1.67715824E8,1
1.6771816E8,0
1.67721776E8,0
1.677304E8,0
1.67733184E8,0
1.67733856E8,0
1.67735456E8,0
1.67738144E8,0
1.6774056E8,1
1.67743392E8,0
1.67744288E8,0
1.67746128E8,0
1.67746864E8,0
1.67751648E8,0
1.67752608E8,0
1.67753536E8,0
1.67763504E8,0
1.67771216E8,1
1.67774448E8,0
1.67774944E8,0
1.67780208E8,0
1.67781536E8,0
1.6778376E8,0
1.67786096E8,1
1.67799872E8,0
1.67801248E8,0
1.67804256E8,0
1.67815744E8,0
1.67817312E8,0
1.67820144E8,0
1.67821136E8,0
1.67823264E8,0
1.6782424E8,0
1.67824336E8,0
1.67825696E8,1
1.67827584E8,0
1.67829744E8,0
1.67835696E8,0
1.67836E8,0
1.67837056E8,0
1.67837312E8,0
1.6784064E8,0
1.67842448E8,0
1.67843392E8,0
1.67844432E8,0
1.67846832E8,0
1.67847984E8,0
1.67849104E8,0
1.67850704E8,0
1.67851936E8,0
1.6785288E8,0
1.67858464E8,0
1.67859792E8,0
1.67864224E8,0
1.67867472E8,0
1.6787312E8,0
1.67880976E8,0
1.6788344E8,1
1.67885728E8,0
1.67890144E8,0
1.67896096E8,0
1.67896224E8,0
1.67904288E8,0
1.67909568E8,0
1.67914448E8,0
1.67915136E8,0
1.679288E8,0
1.67933136E8,0
1.67943984E8,0
1.67959216E8,0
1.67959616E8,0
1.67965568E8,0
1.67975696E8,0
1.67977728E8,0
1.67982016E8,0
1.67982608E8,0
1.67988176E8,0
1.67989296E8,0
1.67994064E8,0
1.68001488E8,0
1.68005232E8,0
1.6801256E8,0
1.68016288E8,0
1.68022624E8,0
1.68023024E8,0
1.68026272E8,0
1.68026736E8,0
1.68026992E8,0
1.6803864E8,0
1.68038848E8,0
1.68042832E8,0
1.68042848E8,0
1.68045088E8,0
1.68047424E8,0
1.68048848E8,0
1.68049536E8,0
1.68051088E8,0
1.6805488E8,0
1.68060976E8,1
1.68061344E8,0
1.68062688E8,0
1.6806624E8,0
1.68066768E8,0
1.68069552E8,0
1.6807112E8,0
1.68076192E8,0
1.6807936E8,0
1.6807976E8,1
1.68080208E8,0
1.68083312E8,0
1.68088656E8,0
1.68089312E8,1
1.68090208E8,1
1.68096736E8,0
1.68096768E8,1
1.68096976E8,0
1.68098464E8,1
1.68112E8,0
1.68115024E8,0
1.6812136E8,0
1.68127232E8,0
1.68132112E8,0
1.6813368E8,0
1.68135872E8,0
1.681368E8,0
1.68143984E8,0
1.68144096E8,0
1.68145024E8,0
1.68145056E8,0
1.68159728E8,0
1.68160848E8,0
1.68168368E8,1
1.68169952E8,1
1.68171872E8,0
1.6817264E8,0
1.68177008E8,0
1.68178096E8,0
1.681804E8,0
1.68181232E8,0
1.68182704E8,0
1.68200176E8,0
1.6820344E8,0
1.68217888E8,0
1.68219856E8,0
1.68229056E8,0
1.6823E8,0
1.68231616E8,0
1.68235584E8,1
1.6823928E8,1
1.68239648E8,0
1.68244896E8,0
1.6824688E8,0
1.68248464E8,0
1.68252752E8,0
1.68254832E8,0
1.68258368E8,0
1.68268528E8,0
1.68273328E8,0
1.68281024E8,0
1.68295888E8,0
1.68301008E8,0
1.6830232E8,0
1.68302784E8,0
1.68306416E8,0
1.6831736E8,0
1.68323504E8,0
1.68324576E8,0
1.68325072E8,0
1.68327552E8,0
1.68327584E8,0
1.6833656E8,0
1.68348576E8,0
1.68350784E8,0
1.68352768E8,0
1.68354032E8,0
1.68357248E8,0
1.68358512E8,0
1.68361056E8,0
1.68365552E8,0
1.68368384E8,0
1.68371728E8,0
1.6838224E8,0
1.68383232E8,0
1.68388816E8,1
1.68391408E8,0
1.68403104E8,0
1.68406432E8,0
1.68407808E8,0
1.68418112E8,0
1.68418704E8,0
1.68419104E8,0
1.68422176E8,0
1.68425376E8,0
1.68429328E8,0
1.68435104E8,0
1.68435152E8,0
1.68436816E8,0
1.68438624E8,0
1.68438688E8,0
1.68444192E8,0
1.684484E8,0
1.68454256E8,0
1.68455328E8,0
1.68457696E8,0
1.68459152E8,0
1.68464896E8,0
1.68466336E8,0
1.68466368E8,1
1.68466688E8,0
1.68470448E8,0
1.6847184E8,0
1.68473296E8,0
1.68474896E8,0
1.68477488E8,0
1.68477504E8,0
1.68483616E8,0
1.68484848E8,0
1.68485616E8,0
1.68490176E8,0
1.6849952E8,0
1.68501312E8,0
1.68510736E8,0
1.6851272E8,0
1.68518832E8,1
1.6852312E8,0
1.68530576E8,0
1.68531632E8,0
1.6853176E8,0
1.68533584E8,0
1.68541632E8,1
1.68542704E8,0
1.68546576E8,0
1.6854768E8,0
1.68548032E8,0
1.68548144E8,0
1.68552384E8,1
1.6855656E8,0
1.68559056E8,0
1.68560224E8,0
1.68565072E8,1
1.68570256E8,0
1.68571264E8,1
1.68577824E8,0
1.68581104E8,0
1.68583168E8,0
1.68588048E8,0
1.68588352E8,0
1.68591312E8,0
1.68597744E8,0
1.68604576E8,0
1.6860904E8,0
1.68611296E8,0
1.68611584E8,0
1.6861192E8,0
1.68618656E8,0
1.68621264E8,0
1.68625904E8,0
1.68626416E8,0
1.68628832E8,0
1.68632704E8,0
1.6863344E8,0
1.68647008E8,0
1.68647728E8,0
1.6865232E8,0
1.68652784E8,0
1.68656288E8,0
1.68656336E8,0
1.68656544E8,0
1.68660448E8,0
1.68660592E8,1
1.68660624E8,0
1.68663696E8,0
1.6866504E8,0
1.68668464E8,0
1.68670624E8,0
1.68672528E8,0
1.68675152E8,0
1.68678688E8,0
1.68678848E8,0
1.68679552E8,0
1.68679776E8,0
1.68682128E8,0
1.6868304E8,1
1.68696512E8,0
1.68700816E8,0
1.68702576E8,0
1.68707168E8,1
1.68708848E8,0
1.68715344E8,0
1.687248E8,0
1.68730128E8,0
1.6873424E8,0
1.687356E8,0
1.68736448E8,0
1.68736512E8,0
1.68745568E8,0
1.68747856E8,1
1.68747936E8,0
1.68748032E8,0
1.68751968E8,0
1.68754704E8,0
1.68756128E8,0
1.68759712E8,0
1.68766912E8,0
1.6876752E8,0
1.68769824E8,0
1.68774608E8,0
1.68781328E8,0
1.68783664E8,0
1.68784256E8,0
1.68784608E8,0
1.68791232E8,0
1.68791584E8,0
1.68794144E8,0
1.68795808E8,0
1.68797808E8,0
1.68804768E8,0
1.6880552E8,0
1.68808992E8,0
1.68812832E8,0
1.68822416E8,0
1.6882384E8,0
1.68830912E8,0
1.68838928E8,0
1.68842944E8,0
1.6884352E8,0
1.68849936E8,0
1.68853248E8,0
1.68853872E8,0
1.68854864E8,0
1.68856832E8,1
1.68859072E8,1
1.6885912E8,0
1.68872064E8,0
1.68876256E8,0
1.68881792E8,0
1.68887792E8,0
1.68889152E8,0
1.6889088E8,0
1.68891792E8,0
1.68895808E8,0
1.68897616E8,0
1.68903344E8,0
1.68905472E8,0
1.68916288E8,0
1.68916688E8,0
1.68917744E8,0
1.68922096E8,0
1.689232E8,0
1.68923744E8,0
1.68944272E8,0
1.68944576E8,0
1.68949504E8,1
1.68952928E8,0
1.68953072E8,0
1.68958208E8,0
1.68963504E8,0
1.68974784E8,0
1.6898504E8,0
1.68986304E8,0
1.68988784E8,0
1.68998832E8,0
1.68999184E8,0
1.68999696E8,0
1.69000704E8,0
1.69005104E8,0
1.69007264E8,0
1.69007296E8,0
1.69010992E8,0
1.6901872E8,0
1.69019488E8,0
1.69032288E8,0
1.69032544E8,0
1.69032784E8,0
1.69039312E8,0
1.69042736E8,0
1.69046496E8,1
1.69234992E8,1
1.69256736E8,0
3472982.0,0
4532563.0,1
4999628.0,0
1.2224877E7,0
2.178862E7,0
2.1969488E7,0
2.257034E7,1
2.3992404E7,1
3.4409976E7,0
4.0696756E7,1
4.1622728E7,1
4.3028248E7,1
5.8993336E7,0
6.0246848E7,0
6.1440884E7,0
6.6123848E7,0
6.710364E7,1
7.0147904E7,1
7.1458856E7,1
9.5294984E7,1
9.6576696E7,0
1.1272804E8,0
1.12989832E8,0
1.2135164E8,0
1.24085968E8,0
1.25759632E8,1
1.28998432E8,0
1.29087368E8,1
1.34222336E8,1
1.344668E8,1
